soort	frequentie	jaar	schatting	lcl90	ucl90	lcl60	ucl60	lcl30	ucl30	analyse	status
Tjiftjaf	jaarlijks	2016	0.47	0.44	0.52	0.46	0.49	0.47	0.48	26e8a33ceda8dca33352b880adaa8a9e56826242	19226d937469d3c1a5bf993e1538abe3b99d8020
Tjiftjaf	jaarlijks	2017	0.45	0.41	0.49	0.43	0.47	0.44	0.46	26e8a33ceda8dca33352b880adaa8a9e56826242	19226d937469d3c1a5bf993e1538abe3b99d8020
Tjiftjaf	jaarlijks	2018	0.37	0.34	0.4	0.35	0.38	0.36	0.38	26e8a33ceda8dca33352b880adaa8a9e56826242	19226d937469d3c1a5bf993e1538abe3b99d8020
Tjiftjaf	jaarlijks	2019	0.41	0.38	0.44	0.39	0.43	0.4	0.42	26e8a33ceda8dca33352b880adaa8a9e56826242	19226d937469d3c1a5bf993e1538abe3b99d8020
Tjiftjaf	jaarlijks	2020	0.38	0.35	0.42	0.37	0.4	0.38	0.39	26e8a33ceda8dca33352b880adaa8a9e56826242	19226d937469d3c1a5bf993e1538abe3b99d8020
Torenvalk	driejaarlijks	2007	0.08	0.06	0.1	0.07	0.09	0.07	0.08	09b0026714eadc8ce7603daeefa15fad17d6217e	643769f453456c96f02818789fdbd3e4d1ef5ed0
Torenvalk	driejaarlijks	2010	0.08	0.06	0.1	0.07	0.09	0.07	0.08	09b0026714eadc8ce7603daeefa15fad17d6217e	643769f453456c96f02818789fdbd3e4d1ef5ed0
Torenvalk	driejaarlijks	2013	0.08	0.06	0.1	0.07	0.09	0.07	0.08	09b0026714eadc8ce7603daeefa15fad17d6217e	643769f453456c96f02818789fdbd3e4d1ef5ed0
Torenvalk	driejaarlijks	2016	0.09	0.07	0.11	0.08	0.1	0.08	0.09	09b0026714eadc8ce7603daeefa15fad17d6217e	643769f453456c96f02818789fdbd3e4d1ef5ed0
Torenvalk	driejaarlijks	2019	0.11	0.08	0.14	0.09	0.12	0.1	0.12	09b0026714eadc8ce7603daeefa15fad17d6217e	643769f453456c96f02818789fdbd3e4d1ef5ed0
Torenvalk	jaarlijks	2007	0.08	0.06	0.1	0.07	0.09	0.07	0.08	803b3e2340d1d4be922423ae8ab9db0f44c2b63b	c8abd7845054b3999428ec83ef6fbd1e43340a33
Torenvalk	jaarlijks	2008	0.08	0.06	0.11	0.07	0.09	0.07	0.08	803b3e2340d1d4be922423ae8ab9db0f44c2b63b	c8abd7845054b3999428ec83ef6fbd1e43340a33
Torenvalk	jaarlijks	2009	0.08	0.06	0.11	0.07	0.09	0.07	0.08	803b3e2340d1d4be922423ae8ab9db0f44c2b63b	c8abd7845054b3999428ec83ef6fbd1e43340a33
Torenvalk	jaarlijks	2010	0.07	0.05	0.1	0.06	0.09	0.07	0.08	803b3e2340d1d4be922423ae8ab9db0f44c2b63b	c8abd7845054b3999428ec83ef6fbd1e43340a33
Torenvalk	jaarlijks	2011	0.07	0.06	0.1	0.06	0.09	0.07	0.08	803b3e2340d1d4be922423ae8ab9db0f44c2b63b	c8abd7845054b3999428ec83ef6fbd1e43340a33
Torenvalk	jaarlijks	2012	0.08	0.06	0.1	0.07	0.09	0.07	0.08	803b3e2340d1d4be922423ae8ab9db0f44c2b63b	c8abd7845054b3999428ec83ef6fbd1e43340a33
Torenvalk	jaarlijks	2013	0.07	0.05	0.1	0.06	0.08	0.07	0.08	803b3e2340d1d4be922423ae8ab9db0f44c2b63b	c8abd7845054b3999428ec83ef6fbd1e43340a33
Torenvalk	jaarlijks	2014	0.08	0.06	0.1	0.07	0.09	0.07	0.08	803b3e2340d1d4be922423ae8ab9db0f44c2b63b	c8abd7845054b3999428ec83ef6fbd1e43340a33
Torenvalk	jaarlijks	2015	0.09	0.07	0.12	0.08	0.1	0.08	0.09	803b3e2340d1d4be922423ae8ab9db0f44c2b63b	c8abd7845054b3999428ec83ef6fbd1e43340a33
Torenvalk	jaarlijks	2016	0.09	0.07	0.13	0.08	0.11	0.09	0.1	803b3e2340d1d4be922423ae8ab9db0f44c2b63b	c8abd7845054b3999428ec83ef6fbd1e43340a33
Torenvalk	jaarlijks	2017	0.09	0.07	0.12	0.08	0.1	0.08	0.09	803b3e2340d1d4be922423ae8ab9db0f44c2b63b	c8abd7845054b3999428ec83ef6fbd1e43340a33
Torenvalk	jaarlijks	2018	0.08	0.06	0.11	0.07	0.1	0.08	0.09	803b3e2340d1d4be922423ae8ab9db0f44c2b63b	c8abd7845054b3999428ec83ef6fbd1e43340a33
Torenvalk	jaarlijks	2019	0.1	0.07	0.13	0.08	0.11	0.09	0.1	803b3e2340d1d4be922423ae8ab9db0f44c2b63b	c8abd7845054b3999428ec83ef6fbd1e43340a33
Torenvalk	jaarlijks	2020	0.12	0.09	0.16	0.1	0.14	0.11	0.13	803b3e2340d1d4be922423ae8ab9db0f44c2b63b	c8abd7845054b3999428ec83ef6fbd1e43340a33
Tuinfluiter	driejaarlijks	2007	0.11	0.09	0.13	0.1	0.12	0.11	0.11	6d710dc8625fe597aa87d06dce94b77dbffdc302	907653f7dff88cfeae1dfbfc07f41b24c474a8c5
Tuinfluiter	driejaarlijks	2010	0.1	0.09	0.12	0.09	0.11	0.1	0.11	6d710dc8625fe597aa87d06dce94b77dbffdc302	907653f7dff88cfeae1dfbfc07f41b24c474a8c5
Tuinfluiter	driejaarlijks	2013	0.08	0.07	0.1	0.08	0.09	0.08	0.09	6d710dc8625fe597aa87d06dce94b77dbffdc302	907653f7dff88cfeae1dfbfc07f41b24c474a8c5
Tuinfluiter	driejaarlijks	2016	0.07	0.06	0.09	0.07	0.08	0.07	0.08	6d710dc8625fe597aa87d06dce94b77dbffdc302	907653f7dff88cfeae1dfbfc07f41b24c474a8c5
Tuinfluiter	driejaarlijks	2019	0.07	0.05	0.08	0.06	0.07	0.06	0.07	6d710dc8625fe597aa87d06dce94b77dbffdc302	907653f7dff88cfeae1dfbfc07f41b24c474a8c5
Tuinfluiter	jaarlijks	2007	0.1	0.08	0.13	0.09	0.12	0.1	0.11	f4bfbb738d0bf4bee5b8f6f942c199cef628435d	fe28bc2e4afcb71e40231bf1c820f891014793e7
Tuinfluiter	jaarlijks	2008	0.11	0.09	0.14	0.1	0.13	0.11	0.12	f4bfbb738d0bf4bee5b8f6f942c199cef628435d	fe28bc2e4afcb71e40231bf1c820f891014793e7
Tuinfluiter	jaarlijks	2009	0.12	0.1	0.15	0.11	0.13	0.12	0.13	f4bfbb738d0bf4bee5b8f6f942c199cef628435d	fe28bc2e4afcb71e40231bf1c820f891014793e7
Tuinfluiter	jaarlijks	2010	0.12	0.1	0.15	0.11	0.13	0.11	0.12	f4bfbb738d0bf4bee5b8f6f942c199cef628435d	fe28bc2e4afcb71e40231bf1c820f891014793e7
Tuinfluiter	jaarlijks	2011	0.1	0.08	0.12	0.09	0.11	0.1	0.11	f4bfbb738d0bf4bee5b8f6f942c199cef628435d	fe28bc2e4afcb71e40231bf1c820f891014793e7
Tuinfluiter	jaarlijks	2012	0.1	0.08	0.12	0.09	0.11	0.09	0.1	f4bfbb738d0bf4bee5b8f6f942c199cef628435d	fe28bc2e4afcb71e40231bf1c820f891014793e7
Tuinfluiter	jaarlijks	2013	0.09	0.07	0.11	0.08	0.1	0.08	0.09	f4bfbb738d0bf4bee5b8f6f942c199cef628435d	fe28bc2e4afcb71e40231bf1c820f891014793e7
Tuinfluiter	jaarlijks	2014	0.09	0.07	0.11	0.08	0.1	0.08	0.09	f4bfbb738d0bf4bee5b8f6f942c199cef628435d	fe28bc2e4afcb71e40231bf1c820f891014793e7
Tuinfluiter	jaarlijks	2015	0.08	0.06	0.09	0.07	0.09	0.07	0.08	f4bfbb738d0bf4bee5b8f6f942c199cef628435d	fe28bc2e4afcb71e40231bf1c820f891014793e7
Tuinfluiter	jaarlijks	2016	0.07	0.06	0.09	0.07	0.08	0.07	0.08	f4bfbb738d0bf4bee5b8f6f942c199cef628435d	fe28bc2e4afcb71e40231bf1c820f891014793e7
Tuinfluiter	jaarlijks	2017	0.07	0.06	0.09	0.06	0.08	0.07	0.07	f4bfbb738d0bf4bee5b8f6f942c199cef628435d	fe28bc2e4afcb71e40231bf1c820f891014793e7
Tuinfluiter	jaarlijks	2018	0.07	0.05	0.09	0.06	0.08	0.07	0.07	f4bfbb738d0bf4bee5b8f6f942c199cef628435d	fe28bc2e4afcb71e40231bf1c820f891014793e7
Tuinfluiter	jaarlijks	2019	0.06	0.05	0.08	0.06	0.07	0.06	0.07	f4bfbb738d0bf4bee5b8f6f942c199cef628435d	fe28bc2e4afcb71e40231bf1c820f891014793e7
Tuinfluiter	jaarlijks	2020	0.06	0.05	0.08	0.05	0.07	0.06	0.07	f4bfbb738d0bf4bee5b8f6f942c199cef628435d	fe28bc2e4afcb71e40231bf1c820f891014793e7
Turkse tortel	driejaarlijks	2007	0.38	0.35	0.41	0.36	0.4	0.37	0.39	e9b228d9aa1e4d99a1638b813ce8a2f260008fa8	dc8d06e057858f1d6665dda54c842d2719e98a8c
Turkse tortel	driejaarlijks	2010	0.37	0.34	0.4	0.35	0.38	0.36	0.37	e9b228d9aa1e4d99a1638b813ce8a2f260008fa8	dc8d06e057858f1d6665dda54c842d2719e98a8c
Turkse tortel	driejaarlijks	2013	0.36	0.33	0.4	0.35	0.38	0.35	0.37	e9b228d9aa1e4d99a1638b813ce8a2f260008fa8	dc8d06e057858f1d6665dda54c842d2719e98a8c
Turkse tortel	driejaarlijks	2016	0.32	0.29	0.35	0.3	0.33	0.31	0.32	e9b228d9aa1e4d99a1638b813ce8a2f260008fa8	dc8d06e057858f1d6665dda54c842d2719e98a8c
Turkse tortel	driejaarlijks	2019	0.32	0.29	0.35	0.3	0.33	0.31	0.33	e9b228d9aa1e4d99a1638b813ce8a2f260008fa8	dc8d06e057858f1d6665dda54c842d2719e98a8c
Turkse tortel	jaarlijks	2007	0.37	0.34	0.41	0.35	0.39	0.36	0.38	caff95177be5bf245b24a764513f2d3e885d31c3	eb23c93eeb2ad8e5d7602060f6cc71f302a50b86
Turkse tortel	jaarlijks	2008	0.39	0.35	0.43	0.37	0.4	0.38	0.39	caff95177be5bf245b24a764513f2d3e885d31c3	eb23c93eeb2ad8e5d7602060f6cc71f302a50b86
Turkse tortel	jaarlijks	2009	0.37	0.34	0.41	0.35	0.39	0.36	0.38	caff95177be5bf245b24a764513f2d3e885d31c3	eb23c93eeb2ad8e5d7602060f6cc71f302a50b86
Turkse tortel	jaarlijks	2010	0.36	0.33	0.4	0.34	0.38	0.35	0.37	caff95177be5bf245b24a764513f2d3e885d31c3	eb23c93eeb2ad8e5d7602060f6cc71f302a50b86
Turkse tortel	jaarlijks	2011	0.37	0.34	0.41	0.35	0.39	0.37	0.38	caff95177be5bf245b24a764513f2d3e885d31c3	eb23c93eeb2ad8e5d7602060f6cc71f302a50b86
Turkse tortel	jaarlijks	2012	0.36	0.32	0.4	0.34	0.38	0.35	0.37	caff95177be5bf245b24a764513f2d3e885d31c3	eb23c93eeb2ad8e5d7602060f6cc71f302a50b86
Turkse tortel	jaarlijks	2013	0.38	0.35	0.42	0.36	0.4	0.37	0.39	caff95177be5bf245b24a764513f2d3e885d31c3	eb23c93eeb2ad8e5d7602060f6cc71f302a50b86
Turkse tortel	jaarlijks	2014	0.33	0.3	0.37	0.31	0.35	0.32	0.34	caff95177be5bf245b24a764513f2d3e885d31c3	eb23c93eeb2ad8e5d7602060f6cc71f302a50b86
Turkse tortel	jaarlijks	2015	0.36	0.32	0.4	0.34	0.38	0.35	0.37	caff95177be5bf245b24a764513f2d3e885d31c3	eb23c93eeb2ad8e5d7602060f6cc71f302a50b86
Turkse tortel	jaarlijks	2016	0.33	0.3	0.36	0.31	0.34	0.32	0.33	caff95177be5bf245b24a764513f2d3e885d31c3	eb23c93eeb2ad8e5d7602060f6cc71f302a50b86
Turkse tortel	jaarlijks	2017	0.32	0.29	0.35	0.3	0.33	0.31	0.32	caff95177be5bf245b24a764513f2d3e885d31c3	eb23c93eeb2ad8e5d7602060f6cc71f302a50b86
Turkse tortel	jaarlijks	2018	0.3	0.27	0.33	0.29	0.32	0.29	0.31	caff95177be5bf245b24a764513f2d3e885d31c3	eb23c93eeb2ad8e5d7602060f6cc71f302a50b86
Turkse tortel	jaarlijks	2019	0.3	0.27	0.33	0.28	0.32	0.29	0.31	caff95177be5bf245b24a764513f2d3e885d31c3	eb23c93eeb2ad8e5d7602060f6cc71f302a50b86
Turkse tortel	jaarlijks	2020	0.33	0.3	0.37	0.31	0.35	0.32	0.34	caff95177be5bf245b24a764513f2d3e885d31c3	eb23c93eeb2ad8e5d7602060f6cc71f302a50b86
Veldleeuwerik	driejaarlijks	2007	0.25	0.21	0.29	0.23	0.27	0.24	0.26	9d0423303a1c4a5ee6d3851bc16920bb6f7ddfc7	ab92911dc81d2db491e2ef24f3b2effe9141d810
Veldleeuwerik	driejaarlijks	2010	0.23	0.2	0.26	0.21	0.25	0.22	0.24	9d0423303a1c4a5ee6d3851bc16920bb6f7ddfc7	ab92911dc81d2db491e2ef24f3b2effe9141d810
Veldleeuwerik	driejaarlijks	2013	0.21	0.18	0.25	0.19	0.23	0.2	0.22	9d0423303a1c4a5ee6d3851bc16920bb6f7ddfc7	ab92911dc81d2db491e2ef24f3b2effe9141d810
Veldleeuwerik	driejaarlijks	2016	0.2	0.17	0.23	0.18	0.22	0.19	0.21	9d0423303a1c4a5ee6d3851bc16920bb6f7ddfc7	ab92911dc81d2db491e2ef24f3b2effe9141d810
Veldleeuwerik	driejaarlijks	2019	0.18	0.16	0.22	0.17	0.2	0.18	0.19	9d0423303a1c4a5ee6d3851bc16920bb6f7ddfc7	ab92911dc81d2db491e2ef24f3b2effe9141d810
Veldleeuwerik	jaarlijks	2007	0.27	0.22	0.31	0.24	0.29	0.26	0.28	dad666a8fd28d9826c419ce5e4c83f88ca75e0c6	74ebb8e393d87643e80234c0f1da25327b9ba5af
Veldleeuwerik	jaarlijks	2008	0.23	0.19	0.27	0.21	0.25	0.22	0.24	dad666a8fd28d9826c419ce5e4c83f88ca75e0c6	74ebb8e393d87643e80234c0f1da25327b9ba5af
Veldleeuwerik	jaarlijks	2009	0.24	0.19	0.29	0.21	0.26	0.23	0.25	dad666a8fd28d9826c419ce5e4c83f88ca75e0c6	74ebb8e393d87643e80234c0f1da25327b9ba5af
Veldleeuwerik	jaarlijks	2010	0.22	0.18	0.26	0.2	0.24	0.21	0.23	dad666a8fd28d9826c419ce5e4c83f88ca75e0c6	74ebb8e393d87643e80234c0f1da25327b9ba5af
Veldleeuwerik	jaarlijks	2011	0.22	0.18	0.26	0.2	0.24	0.21	0.23	dad666a8fd28d9826c419ce5e4c83f88ca75e0c6	74ebb8e393d87643e80234c0f1da25327b9ba5af
Veldleeuwerik	jaarlijks	2012	0.25	0.21	0.3	0.23	0.28	0.24	0.26	dad666a8fd28d9826c419ce5e4c83f88ca75e0c6	74ebb8e393d87643e80234c0f1da25327b9ba5af
Veldleeuwerik	jaarlijks	2013	0.22	0.18	0.26	0.2	0.24	0.21	0.23	dad666a8fd28d9826c419ce5e4c83f88ca75e0c6	74ebb8e393d87643e80234c0f1da25327b9ba5af
Veldleeuwerik	jaarlijks	2014	0.19	0.16	0.23	0.17	0.21	0.18	0.2	dad666a8fd28d9826c419ce5e4c83f88ca75e0c6	74ebb8e393d87643e80234c0f1da25327b9ba5af
Veldleeuwerik	jaarlijks	2015	0.22	0.18	0.27	0.2	0.24	0.21	0.23	dad666a8fd28d9826c419ce5e4c83f88ca75e0c6	74ebb8e393d87643e80234c0f1da25327b9ba5af
Veldleeuwerik	jaarlijks	2016	0.23	0.19	0.28	0.21	0.26	0.22	0.24	dad666a8fd28d9826c419ce5e4c83f88ca75e0c6	74ebb8e393d87643e80234c0f1da25327b9ba5af
Veldleeuwerik	jaarlijks	2017	0.17	0.14	0.2	0.16	0.19	0.16	0.18	dad666a8fd28d9826c419ce5e4c83f88ca75e0c6	74ebb8e393d87643e80234c0f1da25327b9ba5af
Veldleeuwerik	jaarlijks	2018	0.18	0.15	0.22	0.16	0.2	0.17	0.19	dad666a8fd28d9826c419ce5e4c83f88ca75e0c6	74ebb8e393d87643e80234c0f1da25327b9ba5af
Veldleeuwerik	jaarlijks	2019	0.18	0.15	0.21	0.16	0.2	0.17	0.19	dad666a8fd28d9826c419ce5e4c83f88ca75e0c6	74ebb8e393d87643e80234c0f1da25327b9ba5af
Veldleeuwerik	jaarlijks	2020	0.19	0.15	0.22	0.17	0.21	0.18	0.2	dad666a8fd28d9826c419ce5e4c83f88ca75e0c6	74ebb8e393d87643e80234c0f1da25327b9ba5af
Vink	driejaarlijks	2007	0.58	0.55	0.62	0.56	0.6	0.57	0.59	f8aaeec4091fb59fd412c538859f7002d842ce67	11690d9926e11d0a31f8cc4fefa8083a0e9cc968
Vink	driejaarlijks	2010	0.6	0.57	0.65	0.58	0.63	0.59	0.61	f8aaeec4091fb59fd412c538859f7002d842ce67	11690d9926e11d0a31f8cc4fefa8083a0e9cc968
Vink	driejaarlijks	2013	0.65	0.61	0.7	0.63	0.68	0.64	0.66	f8aaeec4091fb59fd412c538859f7002d842ce67	11690d9926e11d0a31f8cc4fefa8083a0e9cc968
Vink	driejaarlijks	2016	0.63	0.59	0.68	0.61	0.65	0.62	0.64	f8aaeec4091fb59fd412c538859f7002d842ce67	11690d9926e11d0a31f8cc4fefa8083a0e9cc968
Vink	driejaarlijks	2019	0.65	0.6	0.7	0.63	0.67	0.64	0.66	f8aaeec4091fb59fd412c538859f7002d842ce67	11690d9926e11d0a31f8cc4fefa8083a0e9cc968
Vink	jaarlijks	2007	0.56	0.52	0.6	0.54	0.58	0.55	0.57	2ae4011a4328365831d63245518b12f2ce34c6db	84ea0c799a8b94774365dbbd8ab9690cdc19257f
Vink	jaarlijks	2008	0.61	0.56	0.65	0.58	0.63	0.6	0.62	2ae4011a4328365831d63245518b12f2ce34c6db	84ea0c799a8b94774365dbbd8ab9690cdc19257f
Vink	jaarlijks	2009	0.58	0.54	0.63	0.56	0.61	0.57	0.59	2ae4011a4328365831d63245518b12f2ce34c6db	84ea0c799a8b94774365dbbd8ab9690cdc19257f
Vink	jaarlijks	2010	0.6	0.56	0.65	0.58	0.62	0.59	0.61	2ae4011a4328365831d63245518b12f2ce34c6db	84ea0c799a8b94774365dbbd8ab9690cdc19257f
Vink	jaarlijks	2011	0.59	0.54	0.63	0.57	0.61	0.58	0.6	2ae4011a4328365831d63245518b12f2ce34c6db	84ea0c799a8b94774365dbbd8ab9690cdc19257f
Vink	jaarlijks	2012	0.63	0.59	0.68	0.61	0.66	0.62	0.64	2ae4011a4328365831d63245518b12f2ce34c6db	84ea0c799a8b94774365dbbd8ab9690cdc19257f
Vink	jaarlijks	2013	0.73	0.68	0.78	0.7	0.76	0.71	0.74	2ae4011a4328365831d63245518b12f2ce34c6db	84ea0c799a8b94774365dbbd8ab9690cdc19257f
Vink	jaarlijks	2014	0.63	0.58	0.68	0.61	0.66	0.62	0.64	2ae4011a4328365831d63245518b12f2ce34c6db	84ea0c799a8b94774365dbbd8ab9690cdc19257f
Vink	jaarlijks	2015	0.6	0.56	0.66	0.58	0.63	0.59	0.61	2ae4011a4328365831d63245518b12f2ce34c6db	84ea0c799a8b94774365dbbd8ab9690cdc19257f
Vink	jaarlijks	2016	0.58	0.54	0.63	0.56	0.6	0.57	0.59	2ae4011a4328365831d63245518b12f2ce34c6db	84ea0c799a8b94774365dbbd8ab9690cdc19257f
Vink	jaarlijks	2017	0.62	0.58	0.67	0.6	0.65	0.61	0.63	2ae4011a4328365831d63245518b12f2ce34c6db	84ea0c799a8b94774365dbbd8ab9690cdc19257f
Vink	jaarlijks	2018	0.68	0.63	0.74	0.65	0.71	0.67	0.69	2ae4011a4328365831d63245518b12f2ce34c6db	84ea0c799a8b94774365dbbd8ab9690cdc19257f
Vink	jaarlijks	2019	0.62	0.57	0.67	0.59	0.65	0.61	0.63	2ae4011a4328365831d63245518b12f2ce34c6db	84ea0c799a8b94774365dbbd8ab9690cdc19257f
Vink	jaarlijks	2020	0.68	0.62	0.73	0.65	0.71	0.67	0.69	2ae4011a4328365831d63245518b12f2ce34c6db	84ea0c799a8b94774365dbbd8ab9690cdc19257f
Waterhoen	driejaarlijks	2007	0.1	0.09	0.12	0.1	0.11	0.1	0.11	8621ef39dc071795aa551feba996526acc54f7ab	2270dcb2f7af8147ae229be5cf6308ba8879c24a
Waterhoen	driejaarlijks	2010	0.08	0.07	0.1	0.08	0.09	0.08	0.09	8621ef39dc071795aa551feba996526acc54f7ab	2270dcb2f7af8147ae229be5cf6308ba8879c24a
Waterhoen	driejaarlijks	2013	0.08	0.07	0.09	0.07	0.09	0.08	0.08	8621ef39dc071795aa551feba996526acc54f7ab	2270dcb2f7af8147ae229be5cf6308ba8879c24a
Waterhoen	driejaarlijks	2016	0.08	0.07	0.09	0.07	0.08	0.08	0.08	8621ef39dc071795aa551feba996526acc54f7ab	2270dcb2f7af8147ae229be5cf6308ba8879c24a
Waterhoen	driejaarlijks	2019	0.08	0.06	0.09	0.07	0.08	0.07	0.08	8621ef39dc071795aa551feba996526acc54f7ab	2270dcb2f7af8147ae229be5cf6308ba8879c24a
Waterhoen	jaarlijks	2007	0.11	0.09	0.13	0.1	0.12	0.11	0.12	1fa865b72d64556d36beb87f1d2d69493d28429c	dbb605613d47d6b8e693f6ae516fa8189d0da58e
Waterhoen	jaarlijks	2008	0.11	0.09	0.13	0.1	0.12	0.1	0.11	1fa865b72d64556d36beb87f1d2d69493d28429c	dbb605613d47d6b8e693f6ae516fa8189d0da58e
Waterhoen	jaarlijks	2009	0.09	0.08	0.11	0.08	0.1	0.09	0.1	1fa865b72d64556d36beb87f1d2d69493d28429c	dbb605613d47d6b8e693f6ae516fa8189d0da58e
Waterhoen	jaarlijks	2010	0.09	0.07	0.1	0.08	0.1	0.08	0.09	1fa865b72d64556d36beb87f1d2d69493d28429c	dbb605613d47d6b8e693f6ae516fa8189d0da58e
Waterhoen	jaarlijks	2011	0.08	0.07	0.1	0.07	0.09	0.08	0.08	1fa865b72d64556d36beb87f1d2d69493d28429c	dbb605613d47d6b8e693f6ae516fa8189d0da58e
Waterhoen	jaarlijks	2012	0.07	0.06	0.09	0.07	0.08	0.07	0.08	1fa865b72d64556d36beb87f1d2d69493d28429c	dbb605613d47d6b8e693f6ae516fa8189d0da58e
Waterhoen	jaarlijks	2013	0.08	0.06	0.09	0.07	0.08	0.07	0.08	1fa865b72d64556d36beb87f1d2d69493d28429c	dbb605613d47d6b8e693f6ae516fa8189d0da58e
Waterhoen	jaarlijks	2014	0.08	0.06	0.09	0.07	0.08	0.07	0.08	1fa865b72d64556d36beb87f1d2d69493d28429c	dbb605613d47d6b8e693f6ae516fa8189d0da58e
Waterhoen	jaarlijks	2015	0.08	0.07	0.1	0.07	0.09	0.08	0.08	1fa865b72d64556d36beb87f1d2d69493d28429c	dbb605613d47d6b8e693f6ae516fa8189d0da58e
Waterhoen	jaarlijks	2016	0.08	0.06	0.09	0.07	0.08	0.07	0.08	1fa865b72d64556d36beb87f1d2d69493d28429c	dbb605613d47d6b8e693f6ae516fa8189d0da58e
Waterhoen	jaarlijks	2017	0.08	0.06	0.09	0.07	0.08	0.07	0.08	1fa865b72d64556d36beb87f1d2d69493d28429c	dbb605613d47d6b8e693f6ae516fa8189d0da58e
Waterhoen	jaarlijks	2018	0.08	0.07	0.1	0.07	0.09	0.08	0.08	1fa865b72d64556d36beb87f1d2d69493d28429c	dbb605613d47d6b8e693f6ae516fa8189d0da58e
Waterhoen	jaarlijks	2019	0.08	0.06	0.09	0.07	0.08	0.07	0.08	1fa865b72d64556d36beb87f1d2d69493d28429c	dbb605613d47d6b8e693f6ae516fa8189d0da58e
Waterhoen	jaarlijks	2020	0.08	0.06	0.09	0.07	0.08	0.07	0.08	1fa865b72d64556d36beb87f1d2d69493d28429c	dbb605613d47d6b8e693f6ae516fa8189d0da58e
Wielewaal	driejaarlijks	2007	0.15	0.1	0.21	0.12	0.18	0.13	0.16	c8567576f76fc430eaf1aff231de480b8deb1e8e	8e4ab6b518e672a3ced89217394a9f1f53bdf8d7
Wielewaal	driejaarlijks	2010	0.19	0.13	0.26	0.16	0.22	0.17	0.2	c8567576f76fc430eaf1aff231de480b8deb1e8e	8e4ab6b518e672a3ced89217394a9f1f53bdf8d7
Wielewaal	driejaarlijks	2013	0.2	0.13	0.28	0.16	0.24	0.18	0.21	c8567576f76fc430eaf1aff231de480b8deb1e8e	8e4ab6b518e672a3ced89217394a9f1f53bdf8d7
Wielewaal	driejaarlijks	2016	0.1	0.07	0.16	0.08	0.13	0.09	0.12	c8567576f76fc430eaf1aff231de480b8deb1e8e	8e4ab6b518e672a3ced89217394a9f1f53bdf8d7
Wielewaal	driejaarlijks	2019	0.1	0.06	0.18	0.08	0.14	0.09	0.12	c8567576f76fc430eaf1aff231de480b8deb1e8e	8e4ab6b518e672a3ced89217394a9f1f53bdf8d7
Wielewaal	jaarlijks	2007	0.14	0.08	0.22	0.11	0.18	0.12	0.16	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2008	0.17	0.11	0.26	0.14	0.21	0.15	0.19	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2009	0.14	0.09	0.21	0.11	0.17	0.13	0.15	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2010	0.16	0.1	0.23	0.13	0.2	0.14	0.17	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2011	0.19	0.12	0.3	0.16	0.24	0.18	0.21	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2012	0.22	0.15	0.31	0.18	0.26	0.2	0.24	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2013	0.24	0.16	0.39	0.2	0.31	0.22	0.27	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2014	0.19	0.13	0.3	0.16	0.24	0.18	0.21	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2015	0.18	0.12	0.27	0.15	0.22	0.16	0.2	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2016	0.13	0.08	0.2	0.1	0.16	0.12	0.14	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2017	0.09	0.05	0.16	0.07	0.12	0.08	0.11	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2018	0.09	0.05	0.14	0.06	0.11	0.07	0.1	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2019	0.09	0.05	0.16	0.07	0.13	0.08	0.11	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
