soort,frequentie,jaar,schatting,lcl,ucl,tekst,analysis,status
Boerenzwaluw,driejaarlijks,2019,1.8,1.613,2.009,1.80 (1.61; 2.01),a0be84ae92c4255644de2ffeabeb422968a3ef14,522bd4350f038d5c4c88d4f90d465ba10a235892
Boerenzwaluw,driejaarlijks,2022,1.382,1.177,1.622,1.382 (1.177; 1.622),a0be84ae92c4255644de2ffeabeb422968a3ef14,522bd4350f038d5c4c88d4f90d465ba10a235892
Boerenzwaluw,jaarlijks,2007,1.666,1.455,1.908,1.666 (1.455; 1.908),f3dbd4870c745ed8b8c506b776c2480f3b3a1b39,0fe805de0060e420f43b6b76be7be03cb1cfc651
Boerenzwaluw,jaarlijks,2008,1.447,1.257,1.666,1.447 (1.257; 1.666),f3dbd4870c745ed8b8c506b776c2480f3b3a1b39,0fe805de0060e420f43b6b76be7be03cb1cfc651
Boerenzwaluw,jaarlijks,2009,1.594,1.391,1.827,1.594 (1.391; 1.827),f3dbd4870c745ed8b8c506b776c2480f3b3a1b39,0fe805de0060e420f43b6b76be7be03cb1cfc651
Boerenzwaluw,jaarlijks,2010,1.647,1.441,1.882,1.647 (1.441; 1.882),f3dbd4870c745ed8b8c506b776c2480f3b3a1b39,0fe805de0060e420f43b6b76be7be03cb1cfc651
Boerenzwaluw,jaarlijks,2011,1.556,1.353,1.79,1.556 (1.353; 1.790),f3dbd4870c745ed8b8c506b776c2480f3b3a1b39,0fe805de0060e420f43b6b76be7be03cb1cfc651
Boerenzwaluw,jaarlijks,2012,1.295,1.12,1.498,1.295 (1.120; 1.498),f3dbd4870c745ed8b8c506b776c2480f3b3a1b39,0fe805de0060e420f43b6b76be7be03cb1cfc651
Boerenzwaluw,jaarlijks,2013,1.233,1.072,1.419,1.233 (1.072; 1.419),f3dbd4870c745ed8b8c506b776c2480f3b3a1b39,0fe805de0060e420f43b6b76be7be03cb1cfc651
Boerenzwaluw,jaarlijks,2014,1.171,1.009,1.359,1.171 (1.009; 1.359),f3dbd4870c745ed8b8c506b776c2480f3b3a1b39,0fe805de0060e420f43b6b76be7be03cb1cfc651
Boerenzwaluw,jaarlijks,2015,1.276,1.105,1.473,1.276 (1.105; 1.473),f3dbd4870c745ed8b8c506b776c2480f3b3a1b39,0fe805de0060e420f43b6b76be7be03cb1cfc651
Boerenzwaluw,jaarlijks,2016,1.57,1.377,1.79,1.570 (1.377; 1.790),f3dbd4870c745ed8b8c506b776c2480f3b3a1b39,0fe805de0060e420f43b6b76be7be03cb1cfc651
Boerenzwaluw,jaarlijks,2017,1.576,1.375,1.808,1.576 (1.375; 1.808),f3dbd4870c745ed8b8c506b776c2480f3b3a1b39,0fe805de0060e420f43b6b76be7be03cb1cfc651
Boerenzwaluw,jaarlijks,2018,1.801,1.575,2.059,1.80 (1.57; 2.06),f3dbd4870c745ed8b8c506b776c2480f3b3a1b39,0fe805de0060e420f43b6b76be7be03cb1cfc651
Boerenzwaluw,jaarlijks,2019,1.89,1.651,2.162,1.89 (1.65; 2.16),f3dbd4870c745ed8b8c506b776c2480f3b3a1b39,0fe805de0060e420f43b6b76be7be03cb1cfc651
Boerenzwaluw,jaarlijks,2020,1.915,1.669,2.197,1.91 (1.67; 2.20),f3dbd4870c745ed8b8c506b776c2480f3b3a1b39,0fe805de0060e420f43b6b76be7be03cb1cfc651
Boerenzwaluw,jaarlijks,2021,1.55,1.354,1.774,1.550 (1.354; 1.774),f3dbd4870c745ed8b8c506b776c2480f3b3a1b39,0fe805de0060e420f43b6b76be7be03cb1cfc651
Boerenzwaluw,jaarlijks,2022,1.426,1.224,1.662,1.426 (1.224; 1.662),f3dbd4870c745ed8b8c506b776c2480f3b3a1b39,0fe805de0060e420f43b6b76be7be03cb1cfc651
Bonte vliegenvanger,driejaarlijks,2007,0.284,0.216,0.375,0.28 (0.22; 0.38),2f4979fba658b61d30f651f80e78d32d58228f7d,a7c44370a59b209291d19f2fc130943ed327aa2e
Bonte vliegenvanger,driejaarlijks,2010,0.304,0.238,0.389,0.30 (0.24; 0.39),2f4979fba658b61d30f651f80e78d32d58228f7d,a7c44370a59b209291d19f2fc130943ed327aa2e
Bonte vliegenvanger,driejaarlijks,2013,0.309,0.243,0.394,0.31 (0.24; 0.39),2f4979fba658b61d30f651f80e78d32d58228f7d,a7c44370a59b209291d19f2fc130943ed327aa2e
Bonte vliegenvanger,driejaarlijks,2016,0.328,0.257,0.418,0.33 (0.26; 0.42),2f4979fba658b61d30f651f80e78d32d58228f7d,a7c44370a59b209291d19f2fc130943ed327aa2e
Bonte vliegenvanger,driejaarlijks,2019,0.332,0.257,0.429,0.33 (0.26; 0.43),2f4979fba658b61d30f651f80e78d32d58228f7d,a7c44370a59b209291d19f2fc130943ed327aa2e
Bonte vliegenvanger,driejaarlijks,2022,0.332,0.246,0.447,0.33 (0.25; 0.45),2f4979fba658b61d30f651f80e78d32d58228f7d,a7c44370a59b209291d19f2fc130943ed327aa2e
Bonte vliegenvanger,jaarlijks,2007,0.269,0.197,0.368,0.27 (0.20; 0.37),8d6ad92c9a16d6a46a2eb7a067a6c017aaafff17,0ad95dd0f9c0eec4c4923500ddab5ac5f684eecf
Bonte vliegenvanger,jaarlijks,2008,0.273,0.204,0.366,0.27 (0.20; 0.37),8d6ad92c9a16d6a46a2eb7a067a6c017aaafff17,0ad95dd0f9c0eec4c4923500ddab5ac5f684eecf
Bonte vliegenvanger,jaarlijks,2009,0.281,0.212,0.372,0.28 (0.21; 0.37),8d6ad92c9a16d6a46a2eb7a067a6c017aaafff17,0ad95dd0f9c0eec4c4923500ddab5ac5f684eecf
Bonte vliegenvanger,jaarlijks,2010,0.29,0.222,0.378,0.29 (0.22; 0.38),8d6ad92c9a16d6a46a2eb7a067a6c017aaafff17,0ad95dd0f9c0eec4c4923500ddab5ac5f684eecf
Bonte vliegenvanger,jaarlijks,2011,0.297,0.229,0.386,0.30 (0.23; 0.39),8d6ad92c9a16d6a46a2eb7a067a6c017aaafff17,0ad95dd0f9c0eec4c4923500ddab5ac5f684eecf
Bonte vliegenvanger,jaarlijks,2012,0.304,0.234,0.394,0.30 (0.23; 0.39),8d6ad92c9a16d6a46a2eb7a067a6c017aaafff17,0ad95dd0f9c0eec4c4923500ddab5ac5f684eecf
Bonte vliegenvanger,jaarlijks,2013,0.303,0.234,0.392,0.30 (0.23; 0.39),8d6ad92c9a16d6a46a2eb7a067a6c017aaafff17,0ad95dd0f9c0eec4c4923500ddab5ac5f684eecf
Bonte vliegenvanger,jaarlijks,2014,0.306,0.236,0.398,0.31 (0.24; 0.40),8d6ad92c9a16d6a46a2eb7a067a6c017aaafff17,0ad95dd0f9c0eec4c4923500ddab5ac5f684eecf
Bonte vliegenvanger,jaarlijks,2015,0.311,0.24,0.403,0.31 (0.24; 0.40),8d6ad92c9a16d6a46a2eb7a067a6c017aaafff17,0ad95dd0f9c0eec4c4923500ddab5ac5f684eecf
Bonte vliegenvanger,jaarlijks,2016,0.317,0.246,0.41,0.32 (0.25; 0.41),8d6ad92c9a16d6a46a2eb7a067a6c017aaafff17,0ad95dd0f9c0eec4c4923500ddab5ac5f684eecf
Bonte vliegenvanger,jaarlijks,2017,0.332,0.257,0.428,0.33 (0.26; 0.43),8d6ad92c9a16d6a46a2eb7a067a6c017aaafff17,0ad95dd0f9c0eec4c4923500ddab5ac5f684eecf
Bonte vliegenvanger,jaarlijks,2018,0.346,0.265,0.451,0.35 (0.26; 0.45),8d6ad92c9a16d6a46a2eb7a067a6c017aaafff17,0ad95dd0f9c0eec4c4923500ddab5ac5f684eecf
Bonte vliegenvanger,jaarlijks,2019,0.343,0.263,0.446,0.34 (0.26; 0.45),8d6ad92c9a16d6a46a2eb7a067a6c017aaafff17,0ad95dd0f9c0eec4c4923500ddab5ac5f684eecf
Bonte vliegenvanger,jaarlijks,2020,0.351,0.265,0.464,0.35 (0.27; 0.46),8d6ad92c9a16d6a46a2eb7a067a6c017aaafff17,0ad95dd0f9c0eec4c4923500ddab5ac5f684eecf
Bonte vliegenvanger,jaarlijks,2021,0.35,0.262,0.469,0.35 (0.26; 0.47),8d6ad92c9a16d6a46a2eb7a067a6c017aaafff17,0ad95dd0f9c0eec4c4923500ddab5ac5f684eecf
Bonte vliegenvanger,jaarlijks,2022,0.349,0.256,0.476,0.35 (0.26; 0.48),8d6ad92c9a16d6a46a2eb7a067a6c017aaafff17,0ad95dd0f9c0eec4c4923500ddab5ac5f684eecf
Boomklever,driejaarlijks,2007,0.366,0.321,0.416,0.366 (0.321; 0.416),4a19085ed39289e5517193c585b9abdf80980196,c78706c1f5050040d65fe08b1b1c6e36529b9d68
Boomklever,driejaarlijks,2010,0.42,0.373,0.474,0.42 (0.37; 0.47),4a19085ed39289e5517193c585b9abdf80980196,c78706c1f5050040d65fe08b1b1c6e36529b9d68
Boomklever,driejaarlijks,2013,0.488,0.434,0.549,0.49 (0.43; 0.55),4a19085ed39289e5517193c585b9abdf80980196,c78706c1f5050040d65fe08b1b1c6e36529b9d68
Boomklever,driejaarlijks,2016,0.554,0.495,0.621,0.55 (0.50; 0.62),4a19085ed39289e5517193c585b9abdf80980196,c78706c1f5050040d65fe08b1b1c6e36529b9d68
Boomklever,driejaarlijks,2019,0.553,0.493,0.619,0.55 (0.49; 0.62),4a19085ed39289e5517193c585b9abdf80980196,c78706c1f5050040d65fe08b1b1c6e36529b9d68
Boomklever,driejaarlijks,2022,0.584,0.502,0.679,0.58 (0.50; 0.68),4a19085ed39289e5517193c585b9abdf80980196,c78706c1f5050040d65fe08b1b1c6e36529b9d68
Boomklever,jaarlijks,2007,0.383,0.328,0.448,0.38 (0.33; 0.45),b0fc65c6c081cae8377e797251b2dc99027fdc17,a71dbfaece71eaaf77c601d6a65dbf521774fbec
